Timestamp,timeseries_id,Seconds_EnergyConsumption,location,inhabitants
2023-05-22 14:48:40.218908,73sanierung-apartment,5182.83,street a,1
2023-05-22 14:48:40.218918,74sanierung-apartment,26955.35,street b,3
2023-05-22 14:48:40.218928,75sanierung-apartment,27224.95,street c,5
2023-05-22 14:48:40.218938,76sanierung-apartment,5411.73,street c,2
2023-05-22 14:48:40.218949,77sanierung-apartment,24145.97,street a,4
2023-05-22 14:48:40.218959,78sanierung-apartment,4560.55,street b,4
2023-05-22 14:48:40.218969,79sanierung-apartment,24922.07,street c,4
2023-05-22 14:48:40.218979,80sanierung-apartment,1001.07,street c,1
2023-05-22 14:48:40.218989,81sanierung-apartment,5739.46,street a,1
2023-05-22 14:48:40.218999,82sanierung-apartment,5212.08,street b,1
2023-05-22 14:48:40.219009,83sanierung-apartment,33955.2,street c,4
2023-05-22 14:48:40.219018,84sanierung-apartment,20685.05,street c,3
2023-05-22 14:48:40.219028,85sanierung-apartment,13816.04,street a,2
2023-05-22 14:48:40.219038,86sanierung-apartment,17672.17,street b,5
2023-05-22 14:48:40.219048,87sanierung-apartment,3704.66,street c,3
2023-05-22 14:48:40.219058,88sanierung-apartment,22430.21,street c,3
2023-05-22 14:48:40.219068,89sanierung-apartment,4963.1,street a,1
2023-05-22 14:48:40.219078,90sanierung-apartment,40700.27,street b,5
2023-05-22 14:48:40.219088,91sanierung-apartment,12736.97,street c,3
2023-05-22 14:48:40.219097,92sanierung-apartment,4650.48,street c,2
2023-05-22 14:48:40.219108,93sanierung-apartment,23940.23,street a,3
2023-05-22 14:48:40.219118,94sanierung-apartment,3551.93,street b,2
2023-05-22 14:48:40.219128,95sanierung-apartment,6367.67,street c,2
2023-05-22 14:48:40.219138,96sanierung-apartment,3199.37,street c,1
2023-05-22 14:48:40.219151,97sanierung-apartment,21390.08,street a,5
2023-05-22 14:48:40.219162,98sanierung-apartment,16758.19,street b,2
2023-05-22 14:48:40.219172,99sanierung-apartment,5148.48,street c,1
2023-05-22 14:48:40.319606,1sanierung-apartment,8508.24,street a,4
2023-05-22 14:48:40.319757,2sanierung-apartment,41854.58,street b,5
2023-05-22 14:48:40.319800,3sanierung-apartment,24417.33,street c,3
2023-05-22 14:48:40.319831,4sanierung-apartment,20939.4,street c,3
2023-05-22 14:48:40.319860,5sanierung-apartment,38801.73,street a,5
2023-05-22 14:48:40.319888,6sanierung-apartment,11808.86,street b,3
2023-05-22 14:48:40.319916,7sanierung-apartment,7056.55,street c,1
2023-05-22 14:48:40.319943,8sanierung-apartment,17175.17,street c,2
2023-05-22 14:48:40.319971,9sanierung-apartment,40191.34,street a,5
2023-05-22 14:48:40.320000,10sanierung-apartment,13239.6,street b,3
2023-05-22 14:48:40.320029,11sanierung-apartment,14438.62,street c,3
2023-05-22 14:48:40.320056,12sanierung-apartment,42611.81,street c,5
2023-05-22 14:48:40.320083,13sanierung-apartment,6792.88,street a,1
2023-05-22 14:48:40.320111,14sanierung-apartment,3739.21,street b,2
2023-05-22 14:48:40.320138,15sanierung-apartment,8256.91,street c,5
2023-05-22 14:48:40.320165,16sanierung-apartment,7727.23,street c,5
2023-05-22 14:48:40.320192,17sanierung-apartment,11681.03,street a,3
2023-05-22 14:48:40.320220,18sanierung-apartment,35874.98,street b,4
2023-05-22 14:48:40.320368,19sanierung-apartment,1558.82,street c,1
2023-05-22 14:48:40.320419,20sanierung-apartment,9098.53,street c,2
2023-05-22 14:48:40.320449,21sanierung-apartment,15928.82,street a,4
2023-05-22 14:48:40.320478,22sanierung-apartment,27702.04,street b,3
2023-05-22 14:48:40.320507,23sanierung-apartment,3872.08,street c,1
2023-05-22 14:48:40.320535,24sanierung-apartment,15909.97,street c,3
2023-05-22 14:48:40.320573,25sanierung-apartment,13623.34,street a,4
2023-05-22 14:48:40.320604,26sanierung-apartment,5568.74,street b,2
2023-05-22 14:48:40.320632,27sanierung-apartment,2540.51,street c,1
2023-05-22 14:48:40.320660,28sanierung-apartment,6054.28,street c,1
2023-05-22 14:48:40.320687,29sanierung-apartment,29203.21,street a,5
2023-05-22 14:48:40.320715,30sanierung-apartment,24778.31,street b,3
2023-05-22 14:48:40.320742,31sanierung-apartment,24280.77,street c,3
2023-05-22 14:48:40.320769,32sanierung-apartment,3630.17,street c,1
2023-05-22 14:48:40.320797,33sanierung-apartment,36241.94,street a,4
2023-05-22 14:48:40.320824,34sanierung-apartment,26649.64,street b,4
2023-05-22 14:48:40.320851,35sanierung-apartment,29745.02,street c,3
2023-05-22 14:48:40.320879,36sanierung-apartment,41846.65,street c,5
2023-05-22 14:48:40.320907,37sanierung-apartment,12250.37,street a,3
2023-05-22 14:48:40.320934,38sanierung-apartment,23358.3,street b,5
2023-05-22 14:48:40.320961,39sanierung-apartment,49294.38,street c,5
2023-05-22 14:48:40.320988,40sanierung-apartment,20323.36,street c,5
2023-05-22 14:48:40.321015,41sanierung-apartment,12294.37,street a,5
2023-05-22 14:48:40.321042,42sanierung-apartment,7833.32,street b,3
2023-05-22 14:48:40.321069,43sanierung-apartment,5342.66,street c,4
2023-05-22 14:48:40.321096,44sanierung-apartment,6975.77,street c,1
2023-05-22 14:48:40.321123,45sanierung-apartment,26794.42,street a,3
2023-05-22 14:48:40.321151,46sanierung-apartment,29197.23,street b,5
2023-05-22 14:48:40.321178,47sanierung-apartment,32999.1,street c,4
2023-05-22 14:48:40.321205,48sanierung-apartment,42965.25,street c,5
2023-05-22 14:48:40.321232,49sanierung-apartment,16211.3,street a,5
2023-05-22 14:48:40.321259,50sanierung-apartment,19925.53,street b,5
2023-05-22 14:48:40.321287,51sanierung-apartment,49916.6,street c,5
2023-05-22 14:48:40.321314,52sanierung-apartment,6209.69,street c,1
2023-05-22 14:48:40.321341,53sanierung-apartment,20598.77,street a,5
2023-05-22 14:48:40.321369,54sanierung-apartment,19765.94,street b,2
2023-05-22 14:48:40.321396,55sanierung-apartment,26842.39,street c,3
2023-05-22 14:48:40.321423,56sanierung-apartment,13702.55,street c,3
2023-05-22 14:48:40.321451,57sanierung-apartment,12402.03,street a,4
2023-05-22 14:48:40.321478,58sanierung-apartment,14649.91,street b,5
2023-05-22 14:48:40.321505,59sanierung-apartment,5003.9,street c,1
2023-05-22 14:48:40.321537,60sanierung-apartment,22368.26,street c,4
2023-05-22 14:48:40.321564,61sanierung-apartment,14041.12,street a,2
2023-05-22 14:48:40.321592,62sanierung-apartment,13195.58,street b,4
2023-05-22 14:48:40.321619,63sanierung-apartment,1386.9,street c,1
2023-05-22 14:48:40.321646,64sanierung-apartment,41758.15,street c,5
2023-05-22 14:48:40.321673,65sanierung-apartment,12550.28,street a,3
2023-05-22 14:48:40.321701,66sanierung-apartment,29992.47,street b,4
2023-05-22 14:48:40.321728,67sanierung-apartment,15462.43,street c,3
2023-05-22 14:48:40.321755,68sanierung-apartment,3585.85,street c,3
2023-05-22 14:48:40.321783,69sanierung-apartment,30862.26,street a,5
2023-05-22 14:48:40.321810,70sanierung-apartment,7548.76,street b,2
2023-05-22 14:48:40.321837,71sanierung-apartment,6797.94,street c,5
2023-05-22 14:48:40.321865,72sanierung-apartment,39133.95,street c,4
2023-05-22 14:48:40.321892,73sanierung-apartment,4266.2,street a,1
2023-05-22 14:48:40.321919,74sanierung-apartment,26806.61,street b,3
2023-05-22 14:48:40.321947,75sanierung-apartment,47447.53,street c,5
2023-05-22 14:48:40.321974,76sanierung-apartment,16425.3,street c,2
2023-05-22 14:48:40.322001,77sanierung-apartment,9323.46,street a,4
2023-05-22 14:48:40.322028,78sanierung-apartment,39847.11,street b,4
2023-05-22 14:48:40.322056,79sanierung-apartment,23556.62,street c,4
2023-05-22 14:48:40.322083,80sanierung-apartment,2495.95,street c,1
2023-05-22 14:48:40.322161,81sanierung-apartment,3919.42,street a,1
2023-05-22 14:48:40.322228,82sanierung-apartment,5706.74,street b,1
2023-05-22 14:48:40.322256,83sanierung-apartment,13543.62,street c,4
2023-05-22 14:48:40.322284,84sanierung-apartment,14266.73,street c,3
2023-05-22 14:48:40.322311,85sanierung-apartment,12506.68,street a,2
2023-05-22 14:48:40.322339,86sanierung-apartment,33315.15,street b,5
2023-05-22 14:48:40.322366,87sanierung-apartment,24257.19,street c,3
2023-05-22 14:48:40.322393,88sanierung-apartment,21998.02,street c,3
2023-05-22 14:48:40.322419,89sanierung-apartment,8708.03,street a,1
2023-05-22 14:48:40.322446,90sanierung-apartment,7990.17,street b,5
2023-05-22 14:48:40.322473,91sanierung-apartment,9044.22,street c,3
2023-05-22 14:48:40.322500,92sanierung-apartment,3041.71,street c,2
2023-05-22 14:48:40.322527,93sanierung-apartment,14898.58,street a,3
2023-05-22 14:48:40.322553,94sanierung-apartment,15565.95,street b,2
2023-05-22 14:48:40.322580,95sanierung-apartment,4304.99,street c,2
2023-05-22 14:48:40.322609,96sanierung-apartment,7831.31,street c,1
2023-05-22 14:48:40.322636,97sanierung-apartment,39178.6,street a,5
2023-05-22 14:48:40.322663,98sanierung-apartment,15950.96,street b,2
2023-05-22 14:48:40.322689,99sanierung-apartment,7541.75,street c,1
2023-05-22 14:48:40.424552,1sanierung-apartment,35632.96,street a,4
2023-05-22 14:48:40.424810,2sanierung-apartment,42137.19,street b,5
2023-05-22 14:48:40.424892,3sanierung-apartment,9409.66,street c,3
2023-05-22 14:48:40.424954,4sanierung-apartment,21614.62,street c,3
2023-05-22 14:48:40.425010,5sanierung-apartment,42994.38,street a,5
2023-05-22 14:48:40.425064,6sanierung-apartment,9103.66,street b,3
2023-05-22 14:48:40.425118,7sanierung-apartment,6016.74,street c,1
2023-05-22 14:48:40.425172,8sanierung-apartment,17502.01,street c,2
2023-05-22 14:48:40.425316,9sanierung-apartment,37662.53,street a,5
2023-05-22 14:48:40.425413,10sanierung-apartment,9187.71,street b,3
2023-05-22 14:48:40.425470,11sanierung-apartment,13817.46,street c,3
2023-05-22 14:48:40.425524,12sanierung-apartment,20147.13,street c,5
2023-05-22 14:48:40.425582,13sanierung-apartment,1243.25,street a,1
2023-05-22 14:48:40.425637,14sanierung-apartment,2102.07,street b,2
2023-05-22 14:48:40.425691,15sanierung-apartment,48365.08,street c,5
2023-05-22 14:48:40.425746,16sanierung-apartment,17389.08,street c,5
2023-05-22 14:48:40.425799,17sanierung-apartment,11877.13,street a,3
2023-05-22 14:48:40.425853,18sanierung-apartment,21540.61,street b,4
2023-05-22 14:48:40.425906,19sanierung-apartment,1518.54,street c,1
2023-05-22 14:48:40.425960,20sanierung-apartment,15828.0,street c,2
2023-05-22 14:48:40.426013,21sanierung-apartment,16973.66,street a,4
2023-05-22 14:48:40.426067,22sanierung-apartment,12490.24,street b,3
2023-05-22 14:48:40.426120,23sanierung-apartment,6878.38,street c,1
2023-05-22 14:48:40.426173,24sanierung-apartment,14039.23,street c,3
2023-05-22 14:48:40.426362,25sanierung-apartment,25780.03,street a,4
2023-05-22 14:48:40.426434,26sanierung-apartment,2832.12,street b,2
2023-05-22 14:48:40.426488,27sanierung-apartment,3006.22,street c,1
2023-05-22 14:48:40.426542,28sanierung-apartment,3764.82,street c,1
2023-05-22 14:48:40.426597,29sanierung-apartment,36920.29,street a,5
2023-05-22 14:48:40.426653,30sanierung-apartment,22674.5,street b,3
2023-05-22 14:48:40.426707,31sanierung-apartment,24525.99,street c,3
2023-05-22 14:48:40.426760,32sanierung-apartment,3110.59,street c,1
2023-05-22 14:48:40.426813,33sanierung-apartment,31835.2,street a,4
2023-05-22 14:48:40.426866,34sanierung-apartment,31424.52,street b,4
2023-05-22 14:48:40.426919,35sanierung-apartment,13237.73,street c,3
2023-05-22 14:48:40.426972,36sanierung-apartment,16682.8,street c,5
2023-05-22 14:48:40.427025,37sanierung-apartment,8700.44,street a,3
2023-05-22 14:48:40.427423,38sanierung-apartment,32520.84,street b,5
2023-05-22 14:48:40.427548,39sanierung-apartment,18856.76,street c,5
2023-05-22 14:48:40.427609,40sanierung-apartment,35689.86,street c,5
2023-05-22 14:48:40.427667,41sanierung-apartment,16918.07,street a,5
2023-05-22 14:48:40.427724,42sanierung-apartment,25274.9,street b,3
2023-05-22 14:48:40.427779,43sanierung-apartment,25491.93,street c,4
2023-05-22 14:48:40.427834,44sanierung-apartment,1849.17,street c,1
2023-05-22 14:48:40.427888,45sanierung-apartment,28879.0,street a,3
2023-05-22 14:48:40.427943,46sanierung-apartment,48368.32,street b,5
2023-05-22 14:48:40.427996,47sanierung-apartment,33864.9,street c,4
2023-05-22 14:48:40.428050,48sanierung-apartment,30397.24,street c,5
2023-05-22 14:48:40.428104,49sanierung-apartment,15119.45,street a,5
2023-05-22 14:48:40.428231,50sanierung-apartment,39563.26,street b,5
2023-05-22 14:48:40.428319,51sanierung-apartment,43850.25,street c,5
2023-05-22 14:48:40.428376,52sanierung-apartment,1223.21,street c,1
2023-05-22 14:48:40.428429,53sanierung-apartment,43856.67,street a,5
2023-05-22 14:48:40.428483,54sanierung-apartment,19133.49,street b,2
2023-05-22 14:48:40.428536,55sanierung-apartment,25920.45,street c,3
2023-05-22 14:48:40.428589,56sanierung-apartment,5873.25,street c,3
2023-05-22 14:48:40.428642,57sanierung-apartment,18933.36,street a,4
2023-05-22 14:48:40.428695,58sanierung-apartment,8453.34,street b,5
2023-05-22 14:48:40.428748,59sanierung-apartment,3585.12,street c,1
2023-05-22 14:48:40.428801,60sanierung-apartment,15608.03,street c,4
2023-05-22 14:48:40.428855,61sanierung-apartment,13306.47,street a,2
2023-05-22 14:48:40.428909,62sanierung-apartment,13549.64,street b,4
2023-05-22 14:48:40.428962,63sanierung-apartment,4273.63,street c,1
2023-05-22 14:48:40.429016,64sanierung-apartment,26196.7,street c,5
2023-05-22 14:48:40.429070,65sanierung-apartment,26747.17,street a,3
2023-05-22 14:48:40.429122,66sanierung-apartment,14755.16,street b,4
2023-05-22 14:48:40.429403,67sanierung-apartment,17534.29,street c,3
2023-05-22 14:48:40.429494,68sanierung-apartment,24528.0,street c,3
2023-05-22 14:48:40.429549,69sanierung-apartment,11570.91,street a,5
2023-05-22 14:48:40.429604,70sanierung-apartment,5501.98,street b,2
2023-05-22 14:48:40.429657,71sanierung-apartment,27638.49,street c,5
2023-05-22 14:48:40.429710,72sanierung-apartment,32119.27,street c,4
2023-05-22 14:48:40.429763,73sanierung-apartment,8433.25,street a,1
2023-05-22 14:48:40.429816,74sanierung-apartment,9925.72,street b,3
2023-05-22 14:48:40.429868,75sanierung-apartment,40012.51,street c,5
2023-05-22 14:48:40.429922,76sanierung-apartment,15999.21,street c,2
2023-05-22 14:48:40.429974,77sanierung-apartment,22754.79,street a,4
2023-05-22 14:48:40.430028,78sanierung-apartment,34737.55,street b,4
2023-05-22 14:48:40.430081,79sanierung-apartment,10084.48,street c,4
2023-05-22 14:48:40.430262,80sanierung-apartment,7105.24,street c,1
2023-05-22 14:48:40.430332,81sanierung-apartment,3270.34,street a,1
2023-05-22 14:48:40.430386,82sanierung-apartment,7586.02,street b,1
2023-05-22 14:48:40.430439,83sanierung-apartment,11191.64,street c,4
2023-05-22 14:48:40.430491,84sanierung-apartment,9431.16,street c,3
2023-05-22 14:48:40.430544,85sanierung-apartment,4296.6,street a,2
2023-05-22 14:48:40.430597,86sanierung-apartment,29217.55,street b,5
2023-05-22 14:48:40.430650,87sanierung-apartment,10046.9,street c,3
2023-05-22 14:48:40.430703,88sanierung-apartment,22605.26,street c,3
2023-05-22 14:48:40.430756,89sanierung-apartment,4708.69,street a,1
2023-05-22 14:48:40.430811,90sanierung-apartment,23938.93,street b,5
2023-05-22 14:48:40.430864,91sanierung-apartment,8775.09,street c,3
2023-05-22 14:48:40.430917,92sanierung-apartment,3755.42,street c,2
2023-05-22 14:48:40.430969,93sanierung-apartment,3033.73,street a,3
2023-05-22 14:48:40.431022,94sanierung-apartment,13489.33,street b,2
2023-05-22 14:48:40.431075,95sanierung-apartment,8445.06,street c,2
2023-05-22 14:48:40.431412,96sanierung-apartment,7415.08,street c,1
2023-05-22 14:48:40.431470,97sanierung-apartment,44157.48,street a,5
2023-05-22 14:48:40.431524,98sanierung-apartment,15690.55,street b,2
2023-05-22 14:48:40.431578,99sanierung-apartment,2892.77,street c,1
2023-05-22 14:48:40.532391,1sanierung-apartment,25668.32,street a,4
2023-05-22 14:48:40.532651,2sanierung-apartment,29142.32,street b,5
2023-05-22 14:48:40.532733,3sanierung-apartment,25672.57,street c,3
2023-05-22 14:48:40.532793,4sanierung-apartment,27741.77,street c,3
2023-05-22 14:48:40.532850,5sanierung-apartment,49188.49,street a,5
2023-05-22 14:48:40.532905,6sanierung-apartment,12524.89,street b,3
2023-05-22 14:48:40.532958,7sanierung-apartment,6940.41,street c,1
2023-05-22 14:48:40.533013,8sanierung-apartment,5544.08,street c,2
2023-05-22 14:48:40.533067,9sanierung-apartment,49321.97,street a,5
2023-05-22 14:48:40.533251,10sanierung-apartment,8948.6,street b,3
2023-05-22 14:48:40.533309,11sanierung-apartment,6969.44,street c,3
2023-05-22 14:48:40.533364,12sanierung-apartment,35651.0,street c,5
2023-05-22 14:48:40.533419,13sanierung-apartment,5886.8,street a,1
2023-05-22 14:48:40.533473,14sanierung-apartment,12518.87,street b,2
2023-05-22 14:48:40.533531,15sanierung-apartment,19053.33,street c,5
2023-05-22 14:48:40.533811,16sanierung-apartment,42806.91,street c,5
2023-05-22 14:48:40.533878,17sanierung-apartment,4843.16,street a,3
2023-05-22 14:48:40.533932,18sanierung-apartment,26000.22,street b,4
2023-05-22 14:48:40.533985,19sanierung-apartment,1788.4,street c,1
2023-05-22 14:48:40.534037,20sanierung-apartment,2030.84,street c,2
2023-05-22 14:48:40.534189,21sanierung-apartment,7887.06,street a,4
2023-05-22 14:48:40.534250,22sanierung-apartment,14732.12,street b,3
2023-05-22 14:48:40.534303,23sanierung-apartment,2360.19,street c,1
2023-05-22 14:48:40.534357,24sanierung-apartment,3526.2,street c,3
2023-05-22 14:48:40.534409,25sanierung-apartment,22305.32,street a,4
2023-05-22 14:48:40.534462,26sanierung-apartment,11994.95,street b,2
2023-05-22 14:48:40.534514,27sanierung-apartment,5132.88,street c,1
2023-05-22 14:48:40.534567,28sanierung-apartment,8463.93,street c,1
2023-05-22 14:48:40.534619,29sanierung-apartment,22393.06,street a,5
2023-05-22 14:48:40.534672,30sanierung-apartment,10053.22,street b,3
2023-05-22 14:48:40.534729,31sanierung-apartment,27951.13,street c,3
2023-05-22 14:48:40.534966,32sanierung-apartment,3108.18,street c,1
2023-05-22 14:48:40.535101,33sanierung-apartment,27288.29,street a,4
2023-05-22 14:48:40.535186,34sanierung-apartment,4645.66,street b,4
2023-05-22 14:48:40.535241,35sanierung-apartment,23471.27,street c,3
2023-05-22 14:48:40.535294,36sanierung-apartment,26407.36,street c,5
2023-05-22 14:48:40.535347,37sanierung-apartment,27904.06,street a,3
2023-05-22 14:48:40.535399,38sanierung-apartment,31239.2,street b,5
2023-05-22 14:48:40.535452,39sanierung-apartment,41190.08,street c,5
2023-05-22 14:48:40.535505,40sanierung-apartment,31664.84,street c,5
2023-05-22 14:48:40.535557,41sanierung-apartment,13799.67,street a,5
2023-05-22 14:48:40.535609,42sanierung-apartment,14432.09,street b,3
2023-05-22 14:48:40.535663,43sanierung-apartment,22493.18,street c,4
2023-05-22 14:48:40.535715,44sanierung-apartment,1172.92,street c,1
2023-05-22 14:48:40.535767,45sanierung-apartment,29662.28,street a,3
2023-05-22 14:48:40.535820,46sanierung-apartment,37479.53,street b,5
2023-05-22 14:48:40.535874,47sanierung-apartment,29408.4,street c,4
2023-05-22 14:48:40.535927,48sanierung-apartment,48726.48,street c,5
2023-05-22 14:48:40.535979,49sanierung-apartment,48256.59,street a,5
2023-05-22 14:48:40.536133,50sanierung-apartment,25326.81,street b,5
2023-05-22 14:48:40.536199,51sanierung-apartment,12366.12,street c,5
2023-05-22 14:48:40.536253,52sanierung-apartment,7607.16,street c,1
2023-05-22 14:48:40.536306,53sanierung-apartment,14552.68,street a,5
2023-05-22 14:48:40.536358,54sanierung-apartment,18269.12,street b,2
2023-05-22 14:48:40.536411,55sanierung-apartment,25847.01,street c,3
2023-05-22 14:48:40.536630,56sanierung-apartment,10963.88,street c,3
2023-05-22 14:48:40.536722,57sanierung-apartment,15691.43,street a,4
2023-05-22 14:48:40.536778,58sanierung-apartment,12014.09,street b,5
2023-05-22 14:48:40.536835,59sanierung-apartment,1340.66,street c,1
2023-05-22 14:48:40.536891,60sanierung-apartment,15618.02,street c,4
2023-05-22 14:48:40.536945,61sanierung-apartment,18557.57,street a,2
2023-05-22 14:48:40.537084,62sanierung-apartment,32141.92,street b,4
2023-05-22 14:48:40.537156,63sanierung-apartment,2481.13,street c,1
2023-05-22 14:48:40.537211,64sanierung-apartment,27292.45,street c,5
2023-05-22 14:48:40.537265,65sanierung-apartment,4085.13,street a,3
2023-05-22 14:48:40.537318,66sanierung-apartment,35643.17,street b,4
2023-05-22 14:48:40.537370,67sanierung-apartment,24050.62,street c,3
2023-05-22 14:48:40.537423,68sanierung-apartment,6648.6,street c,3
2023-05-22 14:48:40.537476,69sanierung-apartment,35192.99,street a,5
2023-05-22 14:48:40.537528,70sanierung-apartment,4815.69,street b,2
2023-05-22 14:48:40.537581,71sanierung-apartment,8992.78,street c,5
2023-05-22 14:48:40.537635,72sanierung-apartment,9296.84,street c,4
2023-05-22 14:48:40.537689,73sanierung-apartment,2737.16,street a,1
2023-05-22 14:48:40.537741,74sanierung-apartment,22470.54,street b,3
2023-05-22 14:48:40.537794,75sanierung-apartment,6193.15,street c,5
2023-05-22 14:48:40.537846,76sanierung-apartment,6390.07,street c,2
2023-05-22 14:48:40.537898,77sanierung-apartment,17979.97,street a,4
2023-05-22 14:48:40.538016,78sanierung-apartment,31939.58,street b,4
2023-05-22 14:48:40.538110,79sanierung-apartment,4876.75,street c,4
2023-05-22 14:48:40.538167,80sanierung-apartment,8928.39,street c,1
2023-05-22 14:48:40.538220,81sanierung-apartment,5252.4,street a,1
2023-05-22 14:48:40.538272,82sanierung-apartment,2566.23,street b,1
2023-05-22 14:48:40.538323,83sanierung-apartment,18186.16,street c,4
2023-05-22 14:48:40.538374,84sanierung-apartment,19781.09,street c,3
2023-05-22 14:48:40.538426,85sanierung-apartment,11156.69,street a,2
2023-05-22 14:48:40.538478,86sanierung-apartment,43026.77,street b,5
2023-05-22 14:48:40.538530,87sanierung-apartment,27968.99,street c,3
2023-05-22 14:48:40.538584,88sanierung-apartment,11318.21,street c,3
2023-05-22 14:48:40.538636,89sanierung-apartment,7590.41,street a,1
